latin,tai_viet,tai_viet_sinh,nghia,trang,trang_thai
cán đeng,ꪀꪱꪙ ꪵꪒꪉ,ꪀꪱꪙ ꪵꪒꪉ,sọc đỏ.,71,OK
cán đón,ꪀꪱꪙ ꪒꪮꪙ,ꪀꪱꪙ ꪒꪮꪙ,khoang trắng,71,OK
cán khang,ꪀꪱꪙ ꪄꪱꪉ,ꪀꪱꪙ ꪄꪱꪉ,sọc ngang,71,OK
cán kheo,ꪀꪱꪙ ꪵꪄꪫ,ꪀꪱꪙ ꪵꪄꪫ,sọc xanh,71,OK
cán lại,ꪀꪱꪙ ꪩꪱꪥ,ꪀꪱꪙ ꪩꪱꪥ,sọc vằn.,71,OK
cán lơng,ꪀꪱꪙ ꪹꪨꪰꪉ,ꪀꪱꪙ ꪹꪨꪰꪉ,sọc vàng.,71,OK
cạn,ꪁꪱꪙ,ꪁꪱꪙ,"dám, giữ, đòn.",71,OK
cạn báu,ꪁꪱꪙ ꪹꪚꪱ,ꪁꪱꪙ ꪹꪚꪱ,dám không?,71,OK
cạn đin,ꪁꪱꪙ ꪒꪲꪙ,ꪁꪱꪙ ꪒꪲꪙ,giữ đât.,72,OK
cạn ham,ꪁꪱꪙ ꪬꪱꪣ,ꪁꪱꪙ ꪬꪱꪣ,đòn khiêng,72,OK
cạn háp,ꪁꪱꪙ ꪬꪱꪚ,ꪁꪱꪙ ꪬꪱꪚ,đòn gánh,72,OK
cạn hệt,ꪁꪱꪙ ꪹꪭꪸꪒ,ꪁꪱꪙ ꪹꪭꪸꪒ,dám làm.,72,OK
cạn vạy,ꪁꪱꪙ ꪼꪫ,ꪁꪱꪙ ꪼꪫ,giữ lại.,72,OK
cang,ꪀꪱꪉ,ꪀꪱꪉ,"giữa, mắc, giãng, vại.",72,OK
cang bản,ꪀꪱꪉ ꪚꪱꪙ,ꪀꪱꪉ ꪚꪱꪙ,giừa bản.,72,OK
cang cai,ꪀꪱꪉ ꪀꪱꪥ,ꪀꪱꪉ ꪀꪱꪥ,giữa chợ.,72,OK
cang chứng,ꪀꪱꪉ ꪋꪉ,ꪀꪱꪉ ꪋꪉ,"chính giữa, trung tâm.",72,OK
cang cói,ꪀꪱꪉ ꪀꪮꪥ,ꪀꪱꪉ ꪀꪮꪥ,đười ươi.,72,OK
cang đon,ꪀꪱꪉ ꪒꪮꪙ,ꪀꪱꪉ ꪒꪮꪙ,giữa cồn.,72,OK
cang đung,ꪀꪱꪉ ꪒꪉꪴ,ꪀꪱꪉ ꪒꪉꪴ,giữa rừng.,72,OK
cang fả cang,ꪀꪱꪉ ꪞꪱ ꪀꪱꪉ,ꪀꪱꪉ ꪞꪱ ꪀꪱꪉ,mắc màn.,72,OK
cang fả mán,ꪀꪱꪉ ꪞꪱ ꪣꪱꪙ,ꪀꪱꪉ ꪞꪱ ꪣꪱꪙ,mắc rèm.,72,OK
cang hao,ꪀꪱꪉ ꪬꪱꪫ,ꪀꪱꪉ ꪬꪱꪫ,giữa không trung.,72,OK
cang họrn,ꪀꪱꪉ ꪹꪭꪰꪙ,ꪀꪱꪉ ꪹꪭꪰꪙ,giữa nhà.,72,OK
cang khụm,ꪀꪱꪉ ꪅꪙꪳ,ꪀꪱꪉ ꪅꪙꪳ,giữa khuya.,72,OK
cang khôống,ꪀꪱꪉ ꪶꪂꪉ,ꪀꪱꪉ ꪶꪂꪉ,giữa sân.,72,OK
cang lảu,ꪀꪱꪉ ꪹꪨꪱ,ꪀꪱꪉ ꪹꪨꪱ,vại ủ rượu,73,OK
cang moọng,ꪀꪱꪉ ꪣꪮꪉ,ꪀꪱꪉ ꪣꪮꪉ,giăng lưới,73,OK
cang mượng,ꪀꪱꪉ ꪹꪣꪉ,ꪀꪱꪉ ꪹꪣꪉ,giữa mường,73,OK
cang tạng,ꪀꪱꪉ ꪕꪱꪉ,ꪀꪱꪉ ꪕꪱꪉ,giữa đường,73,OK
cang vịn,ꪀꪱꪉ ꪫꪲꪙ,ꪀꪱꪉ ꪫꪲꪙ,buổi trưa,73,OK
cang xók,ꪀꪱꪉ ꪎꪮꪀ,ꪀꪱꪉ ꪎꪮꪀ,giữa lối.,73,OK
cảng,ꪀꪱꪉ,ꪀꪱꪉ,xương,73,OK
cảng pa,ꪀꪱꪉ ꪜꪱ,ꪀꪱꪉ ꪜꪱ,xương cá.,73,OK
cáng xang,ꪀꪱꪉ ꪎꪱꪉ,ꪀꪱꪉ ꪎꪱꪉ,chổi rề.,73,OK
cạng,ꪁꪱꪉ,ꪁꪱꪉ,"cằm, hàm.",73,OK
cạng chếp,ꪁꪱꪉ ꪹꪊꪸꪚ,ꪁꪱꪉ ꪹꪊꪸꪚ,đau hàm.,73,OK
cạng lại,ꪁꪱꪉ ꪩꪱꪥ,ꪁꪱꪉ ꪩꪱꪥ,cằm xăm.,73,OK
cạng lem,ꪁꪱꪉ ꪵꪨꪣ,ꪁꪱꪉ ꪵꪨꪣ,cằm nhọn,73,OK
cạng mói,ꪁꪱꪉ ꪹꪣꪰꪥ,ꪁꪱꪉ ꪹꪣꪰꪥ,mỏi hàm.,73,OK
cạng ối,ꪁꪱꪉ ꪶꪮꪥ,ꪁꪱꪉ ꪶꪮꪥ,cằm nhọ.,73,OK
cạng pỏm,ꪁꪱꪉ ꪜꪮꪣ,ꪁꪱꪉ ꪜꪮꪣ,cằm tròn,73,OK
cạng xổi,ꪁꪱꪉ ꪶꪎꪥ,ꪁꪱꪉ ꪶꪎꪥ,cằm thon.,73,OK
cót cổ,ꪀꪮꪒ ꪶꪀ,ꪀꪮꪒ ꪶꪀ,ôm quấn,104,OK
cóteo,,,ôm eo.,104,DAP_AN_CUT_CAN_SOAT
cót tô,ꪀꪮꪒ ꪶꪔ,ꪀꪮꪒ ꪶꪔ,ôm người,104,OK
cót ủm,ꪀꪮꪒ ꪮꪣꪴ,ꪀꪮꪒ ꪮꪣꪴ,ôm bế.,104,OK
cọt,ꪁꪮꪒ,ꪁꪮꪒ,sái.,104,OK
cọt mự,ꪁꪮꪒ ꪣꪳ,ꪁꪮꪒ ꪣꪳ,sái tay.,104,OK
cọt tin,ꪁꪮꪒ ꪔꪸꪙ,ꪁꪮꪒ ꪔꪸꪙ,sái chân.,104,OK
cổ,ꪶꪀ,ꪶꪀ,quấn.,105,OK
cổ căn,ꪶꪀ ꪀꪽ,ꪶꪀ ꪀꪽ,quấn nhau.,105,OK
cổi,ꪶꪀꪥ,ꪶꪀꪥ,chuối.,105,OK
cổi cáy nọi,ꪶꪀꪥ ꪼꪀ ꪙꪮꪥ,ꪶꪀꪥ ꪼꪀ ꪙꪮꪥ,chuối ngự.,105,OK
cổi chen,ꪶꪀꪥ ꪵꪊꪙ,ꪶꪀꪥ ꪵꪊꪙ,chuối rán.,105,OK
cổi đung,ꪶꪀꪥ ꪒꪉꪴ,ꪶꪀꪥ ꪒꪉꪴ,chuối rùng,105,OK
cổi hám,ꪶꪀꪥ ꪬꪱꪣ,ꪶꪀꪥ ꪬꪱꪣ,chuối ương,105,OK
cổi hăm mu,ꪶꪀꪥ ꪬꪾ ꪢꪴ,ꪶꪀꪥ ꪬꪾ ꪢꪴ,chuối lá.,105,OK
cổi hom,ꪶꪀꪥ ꪬꪮꪣ,ꪶꪀꪥ ꪬꪮꪣ,chuối tiêu,105,OK
cổi ké,ꪶꪀꪥ ꪵꪀ,ꪶꪀꪥ ꪵꪀ,chuối già.,105,OK
cổi kheo,ꪶꪀꪥ ꪵꪄꪫ,ꪶꪀꪥ ꪵꪄꪫ,chuối xanh,105,OK
cổi khổ,ꪶꪀꪥ ꪶꪂ,ꪶꪀꪥ ꪶꪂ,chuối xào.,105,OK
cổi náu,ꪶꪀꪥ ꪹꪙꪱ,ꪶꪀꪥ ꪹꪙꪱ,chuối nẫu.,105,OK
cổi óm,ꪶꪀꪥ ꪮꪮꪣ,ꪶꪀꪥ ꪮꪮꪣ,chuối om.,105,OK
cổi ón,ꪶꪀꪥ ꪮꪮꪙ,ꪶꪀꪥ ꪮꪮꪙ,chuối non.,105,OK
cổi pàng,ꪶꪀꪥ ꪝꪱꪉ,ꪶꪀꪥ ꪝꪱꪉ,chuối tây.,105,OK
cổi tủm,ꪶꪀꪥ ꪔꪣꪴ,ꪶꪀꪥ ꪔꪣꪴ,chuối luôc.,105,OK
cổi xúc,ꪶꪀꪥ ꪎꪀꪴ,ꪶꪀꪥ ꪎꪀꪴ,chuối chín.,105,OK
cội,ꪶꪁꪥ,ꪶꪁꪥ,gật gù.,106,OK
cội hô,ꪶꪁꪥ ꪶꪬ,ꪶꪁꪥ ꪶꪬ,đầu gật gù.,106,OK
côm,ꪶꪀꪣ,ꪶꪀꪣ,"che, đậy.",106,OK
côm hô,ꪶꪀꪣ ꪶꪬ,ꪶꪀꪣ ꪶꪬ,che đầu.,106,OK
côm khừn,ꪶꪀꪣ ꪄꪙꪸ,ꪶꪀꪣ ꪄꪙꪸ,che lên.,106,OK
côm pha,,ꪶꪀꪣ ꪠꪱ,đậy vung.,106,DAP_AN_CUT_CAN_SOAT
cồm,ꪶꪁꪣ,ꪶꪁꪣ,phù.,106,OK
cồm côm,ꪶꪁꪣ ꪶꪀꪣ,ꪶꪁꪣ ꪶꪀꪣ,phù hộ.,106,OK
cồm củ,ꪶꪀꪣ ꪀꪴ,ꪶꪀꪣ ꪀꪴ,phù trợ.,106,OK
cốm cốk,ꪶꪀꪣ ꪶꪀꪀ,ꪶꪀꪣ ꪶꪀꪀ,cúi.,106,OK
cốm cốk hô,ꪶꪀꪣ ꪶꪀꪀ ꪶꪬ,ꪶꪀꪣ ꪶꪀꪀ ꪶꪬ,cúi đầu.,106,OK
cốm cốk lụng,ꪶꪀꪣ ꪶꪀꪀ ꪩꪉꪴ,ꪶꪀꪣ ꪶꪀꪀ ꪩꪉꪴ,cúi xuống.,106,OK
cộm,ꪶꪁꪣ,ꪶꪁꪣ,"cùm, còng.",106,OK
cộm căng,ꪶꪁꪣ ꪀꪉꪰ,ꪶꪁꪣ ꪀꪉꪰ,cùm gông,107,OK
cộm kha,ꪶꪁꪣ ꪄꪱ,ꪶꪁꪣ ꪄꪱ,cùm chân.,107,OK
cộm khen,,ꪶꪁꪣ ꪵꪄꪙ,còng tay.,107,DAP_AN_CUT_CAN_SOAT
cộm tsăng,ꪶꪁꪣ ꪌ,ꪶꪁꪣ ꪌ,cùm giam,107,OK
cộm tụ,ꪶꪁꪣ ꪕꪴ,ꪶꪁꪣ ꪕꪴ,cùm tù.,107,OK
cốn,ꪶꪀꪙ,ꪶꪀꪙ,nhồi.,107,OK
cốn cặt,ꪶꪀꪙ ꪁꪒꪰ,ꪶꪀꪙ ꪁꪒꪰ,nhồi chặt.,107,OK
cốn kin,ꪶꪀꪙ ꪀꪸꪙ,ꪶꪀꪙ ꪀꪸꪙ,nhồi ăn.,107,OK
cốn nhệt,ꪶꪀꪙ ꪹꪑꪸꪒ,ꪶꪀꪙ ꪹꪑꪸꪒ,nhồi nhét.,107,OK
cốn phung tsàng,ꪶꪀꪙ ꪠꪉꪴ ꪍꪱꪉ,ꪶꪀꪙ ꪠꪉꪴ ꪍꪱꪉ,nhồi lạp xưởng.,107,OK
côốc,ꪶꪀꪀ,ꪶꪀꪀ,"cả, gốc.",107,OK
côốc bá,ꪶꪀꪀ ꪚꪱ,ꪶꪀꪀ ꪚꪱ,gốc vai.,107,OK
côốc cô đủn,ꪶꪀꪀ ꪶꪀ ꪒꪙꪴ,ꪶꪀꪀ ꪶꪀ ꪒꪙꪴ,gáy.,107,OK
côốc mạy,ꪶꪀꪀ ꪼꪣ,ꪶꪀꪀ ꪼꪣ,gốc cây.,107,OK
côốc xau,ꪶꪀꪀ ꪹꪎꪱ,ꪶꪀꪀ ꪹꪎꪱ,rường cột.,107,OK
côông,ꪶꪀꪉ,ꪶꪀꪉ,trong,108,OK
côông bản,ꪶꪀꪉ ꪚꪱꪙ,ꪶꪀꪉ ꪚꪱꪙ,trong bản.,108,OK
côông bơn,ꪶꪀꪉ ꪹꪚꪰꪙ,ꪶꪀꪉ ꪹꪚꪰꪙ,trong tháng,108,OK
côông chăư,ꪶꪀꪉ ꪻꪊ,ꪶꪀꪉ ꪻꪊ,trong tâm.,108,OK
côông đung,ꪶꪀꪉ ꪒꪉꪴ,ꪶꪀꪉ ꪒꪉꪴ,trong rừng,108,OK
côông ék,ꪶꪀꪉ ꪵꪮꪀ,ꪶꪀꪉ ꪵꪮꪀ,trong óc.,108,OK
côông hô,ꪶꪀꪉ ꪶꪬ,ꪶꪀꪉ ꪶꪬ,trong đầu.,108,OK
côông hợn,ꪶꪀꪉ ꪹꪭꪰꪙ,ꪶꪀꪉ ꪹꪭꪰꪙ,trong nhà.,108,OK
côông khọ,ꪶꪀꪉ ꪯꪰ,ꪶꪀꪉ ꪯꪰ,trong chuồng,108,OK
côông lúc,ꪶꪀꪉ ꪓꪀꪴ,ꪶꪀꪉ ꪓꪀꪴ,trong buồng,108,OK
côông môốc,ꪶꪀꪉ ꪶꪢꪀ,ꪶꪀꪉ ꪶꪢꪀ,trong dạ.,108,OK
côông mự,ꪶꪀꪉ ꪣ,ꪶꪀꪉ ꪣ,trong tay.,108,OK
côông phím,ꪶꪀꪉ ꪡꪣ,ꪶꪀꪉ ꪡꪣ,trong phim,108,OK
côông pi,ꪶꪀꪉ ꪜ,ꪶꪀꪉ ꪜ,trong năm.,108,OK
côông thung,ꪶꪀꪉ ꪖꪉꪴ,ꪶꪀꪉ ꪖꪉꪴ,trong túi.,108,OK
côông toọng,ꪶꪀꪉ ꪕꪮꪉ,ꪶꪀꪉ ꪕꪮꪉ,trong bụng,108,OK
côông vịn,ꪶꪀꪉ ꪫꪸꪙ,ꪶꪀꪉ ꪫꪸꪙ,trong ngày,108,OK
côông xan,ꪶꪀꪉ ꪎꪱꪙ,ꪶꪀꪉ ꪎꪱꪙ,trong sách.,108,OK
côông xảy,ꪶꪀꪉ ꪼꪎ,ꪶꪀꪉ ꪼꪎ,trong ruột,109,OK
côông xôn,ꪶꪀꪉ ꪶꪎꪙ,ꪶꪀꪉ ꪶꪎꪙ,trong vườn.,109,OK
côổng,ꪶꪀꪉ,ꪶꪀꪉ,trai,109,OK
côổng bể,ꪶꪀꪉ ꪹꪚꪸ,ꪶꪀꪉ ꪹꪚꪸ,trai biển,109,OK
côổng lôông,ꪶꪀꪉ ꪶꪨꪉ,ꪶꪀꪉ ꪶꪨꪉ,trai to.,109,OK
côổng noong,ꪶꪀꪉ ꪘꪮꪉ,ꪶꪀꪉ ꪘꪮꪉ,trai ao.,109,OK
côổng tá,ꪶꪀꪉ ꪕꪱ,ꪶꪀꪉ ꪕꪱ,trai suối.,109,OK
côộng,ꪶꪁꪉ,ꪶꪁꪉ,"gân, rọ.",109,OK
côộng băư,ꪶꪁꪉ ꪻꪚ,ꪶꪁꪉ ꪻꪚ,gân lá.,109,OK
cốp,ꪶꪀꪚ,ꪶꪀꪚ,ếch.,109,OK
cốp càng,ꪶꪀꪚ ꪁꪱꪉ,ꪶꪀꪚ ꪁꪱꪉ,chão chuộc,109,OK
cốp hoọng,ꪶꪀꪚ ꪭꪮꪉ,ꪶꪀꪚ ꪭꪮꪉ,ếch kêu.,109,OK
cốp kin bơn,ꪶꪀꪚ ꪀꪸꪙ ꪹꪚꪰꪙ,ꪶꪀꪚ ꪀꪸꪙ ꪹꪚꪰꪙ,nguyệt thực,109,OK
cốp lôông,ꪶꪀꪚ ꪶꪨꪉ,ꪶꪀꪚ ꪶꪨꪉ,ếch to.,109,OK
cốp mắn,ꪶꪀꪚ ꪣꪽ,ꪶꪀꪚ ꪣꪽ,ếch xanh.,109,OK
cốp nọi,ꪶꪀꪚ ꪙꪮꪥ,ꪶꪀꪚ ꪙꪮꪥ,ếch nhò.,110,OK
cốpo,,ꪶꪀꪚꪫ,ếch kêu.,110,DAP_AN_CUT_CAN_SOAT
cốp tẹo,ꪶꪀꪚ ꪵꪕꪫ,ꪶꪀꪚ ꪵꪕꪫ,ếch nháy.,110,OK
cộp,ꪶꪁꪚ,ꪶꪁꪚ,"chập, nhân",110,OK
cộp chợk,ꪶꪁꪚ ꪹꪋꪰ,ꪶꪁꪚ ꪹꪋꪰ,chập dây.,110,OK
cộp khửn,ꪶꪁꪚ ꪄꪙ,ꪶꪁꪚ ꪄꪙ,nhân lên.,110,OK
cộp tẹn,ꪶꪁꪚ ꪵꪕꪙ,ꪶꪁꪚ ꪵꪕꪙ,chập thêm,110,OK
cộp xam,ꪶꪁꪚ ꪎꪱꪣ,ꪶꪁꪚ ꪎꪱꪣ,chập ba.,110,OK
cộp xắư,ꪶꪁꪚ ꪻꪎ,ꪶꪁꪚ ꪻꪎ,chập lại.,110,OK
cộp xoong,ꪶꪁꪚ ꪎꪮꪉ,ꪶꪁꪚ ꪎꪮꪉ,chập đôi.,110,OK
cốt cổ,ꪶꪁꪚ ꪶꪀ,ꪶꪁꪚ ꪶꪀ,quấn quít,110,OK
cốt hồn,ꪶꪁꪚ ꪶꪭꪙ,ꪶꪁꪚ ꪶꪭꪙ,"cặn, cấn.",110,OK
cột,ꪶꪁꪒ,ꪶꪁꪒ,queo.,110,OK
cột kho,ꪶꪁꪒ ꪄꪰ,ꪶꪁꪒ ꪄꪰ,cong queo.,110,OK
cơ,ꪹꪀꪰ,ꪹꪀꪰ,"chăn, muối",111,OK
cơ cáy,ꪹꪀꪰ ꪼꪀ,ꪹꪀꪰ ꪼꪀ,chăn gà.,111,OK
cơ kịm,ꪹꪀꪰ ꪁꪸꪣ,ꪹꪀꪰ ꪁꪸꪣ,muối mặn.,111,OK
cơ mu,ꪹꪀꪰ ꪢꪴ,ꪹꪀꪰ ꪢꪴ,chăn lợn.,111,OK
cơ pết,ꪹꪀꪰ ꪹꪸꪜꪒ,ꪹꪀꪰ ꪹꪸꪜꪒ,nuôi vịt.,111,OK
cơ tẻng,ꪹꪀꪰ ꪵꪔꪉ,ꪹꪀꪰ ꪵꪔꪉ,chăn nuôi.,111,OK
cợ,ꪹꪁꪰ,ꪹꪁꪰ,cờ.,111,OK
cợ bin,ꪹꪁꪰ ꪚꪸꪙ,ꪹꪁꪰ ꪚꪸꪙ,cờ bay.,111,OK
cọ’ đă m,,,cờ đen.,111,DAP_AN_CUT_CAN_SOAT
cọ’ đeng,ꪹꪁꪰ ꪵꪒꪉ,ꪹꪁꪰ ꪵꪒꪉ,cờ đỏ.,111,OK
cợ lơng,ꪹꪁꪰ ꪹꪓꪰꪉ,ꪹꪁꪰ ꪹꪓꪰꪉ,cờ vàng.,111,OK
cớc,ꪹꪀꪰꪀ,ꪹꪀꪰꪀ,câng.,111,OK
cớc cớc,,ꪹꪀꪰꪀ ꪹꪀꪰꪀ,câng câng.,111,DAP_AN_CUT_CAN_SOAT
cớk,ꪹꪀꪰꪀ,ꪹꪀꪰꪀ,cựa.,111,OK
cớk năư,ꪹꪀꪰꪀ ꪻꪘ,ꪹꪀꪰꪀ ꪻꪘ,cựa quậy.,111,OK
coi,ꪹꪀꪰꪥ,ꪹꪀꪰꪥ,khay,112,OK
coi chẹ,ꪹꪀꪰꪥ ꪵꪋ,ꪹꪀꪰꪥ ꪵꪋ,khay chè.,112,OK
coi chẻn,ꪹꪀꪰꪥ ꪵꪊꪙ,ꪹꪀꪰꪥ ꪵꪊꪙ,khay chén,112,OK
coi lảu,ꪹꪀꪰꪥ ꪹꪨꪱ,ꪹꪀꪰꪥ ꪹꪨꪱ,khay rượu.,112,OK
coi mák,ꪹꪀꪰꪥ ꪢꪱꪀ,ꪹꪀꪰꪥ ꪢꪱꪀ,khay hoa qua.,112,OK
coi nặm,ꪹꪀꪰꪥ ꪙꪾ,ꪹꪀꪰꪥ ꪙꪾ,khay nước,112,OK
cơi pụ,ꪹꪀꪰꪥ ꪝꪴ,ꪹꪀꪰꪥ ꪝꪴ,khay trầu.,112,OK
cớn,ꪹꪀꪰꪙ,ꪹꪀꪰꪙ,trước,112,OK
cớn lăng,ꪹꪀꪰꪙ ꪨꪉꪰ,ꪹꪀꪰꪙ ꪨꪉꪰ,trước sau.,112,OK
cớn nả,ꪹꪀꪰꪙ ꪘꪱ,ꪹꪀꪰꪙ ꪘꪱ,trước mặt.,112,OK
ý thưng,ꪮꪲ ꪖꪉꪸ,ꪮꪲ ꪖꪉꪸ,thương nhớ.,887,OK
